type,artist,album,date,name,id,duration,popularity,url,venue,city,min_price,max_price,days_to_event,hype_score,sellout_risk,description
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Lavender Haze,24emu3sabKISjRkrys28jq,202395.0,62.0,https://open.spotify.com/track/24emu3sabKISjRkrys28jq,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Maroon,6qxvy9Pe4RJIq5JBVbbwbS,218270.0,63.0,https://open.spotify.com/track/6qxvy9Pe4RJIq5JBVbbwbS,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Anti-Hero,5qIHFdkW6phMsTZlN2g8Lc,200690.0,63.0,https://open.spotify.com/track/5qIHFdkW6phMsTZlN2g8Lc,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Snow On The Beach (feat. Lana Del Rey),7GA86Uo2jYbj8vIXe2nyWd,256124.0,60.0,https://open.spotify.com/track/7GA86Uo2jYbj8vIXe2nyWd,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,"You're On Your Own, Kid",6PQOU00xWNrGwCZzboriXy,194206.0,63.0,https://open.spotify.com/track/6PQOU00xWNrGwCZzboriXy,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Midnight Rain,4eKMqf9ZMSclDX7V9Ptg7x,174782.0,62.0,https://open.spotify.com/track/4eKMqf9ZMSclDX7V9Ptg7x,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Question...?,7oomkQSYf1ia2VnVEWfFIU,210556.0,60.0,https://open.spotify.com/track/7oomkQSYf1ia2VnVEWfFIU,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Vigilante Shit,0GKDhq6ZbmSbRHd3eyGlB7,164801.0,61.0,https://open.spotify.com/track/0GKDhq6ZbmSbRHd3eyGlB7,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Bejeweled,0VpF6RLdCfPIeYRwMu4tZK,194165.0,62.0,https://open.spotify.com/track/0VpF6RLdCfPIeYRwMu4tZK,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Labyrinth,4bBDkw2KBMX0tcgAaXC83Q,247962.0,61.0,https://open.spotify.com/track/4bBDkw2KBMX0tcgAaXC83Q,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Karma,45R112Jz5hQeKgITXgSXzs,204852.0,61.0,https://open.spotify.com/track/45R112Jz5hQeKgITXgSXzs,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Sweet Nothing,2L09RYwH5Pjzca6PmbUAw3,188496.0,60.0,https://open.spotify.com/track/2L09RYwH5Pjzca6PmbUAw3,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Mastermind,1QQii3pa5m8MEda0nbkjfw,191039.0,61.0,https://open.spotify.com/track/1QQii3pa5m8MEda0nbkjfw,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,The Great War,2VuqMjgoKaOHNM8HpxtXKx,240355.0,61.0,https://open.spotify.com/track/2VuqMjgoKaOHNM8HpxtXKx,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Bigger Than The Whole Sky,71CBDRKmF2VeRKYMG1DFBh,218502.0,59.0,https://open.spotify.com/track/71CBDRKmF2VeRKYMG1DFBh,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Paris,5tWxKWq1DSP1s9WQ5PWuqu,196258.0,60.0,https://open.spotify.com/track/5tWxKWq1DSP1s9WQ5PWuqu,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,High Infidelity,1SztNGCwEHJEVFx90E5g7D,231475.0,59.0,https://open.spotify.com/track/1SztNGCwEHJEVFx90E5g7D,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Glitch,7C0w28EsX0Um2FrZs9gso2,148781.0,58.0,https://open.spotify.com/track/7C0w28EsX0Um2FrZs9gso2,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,"Would've, Could've, Should've",4txojlesMFQZGWxwz2EeqB,260361.0,61.0,https://open.spotify.com/track/4txojlesMFQZGWxwz2EeqB,,,,,,,,
track,Taylor swift,Midnights (The Til Dawn Edition),2023-05-26,Dear Reader,10GRRCR5fctuOF4GFmATJI,225194.0,59.0,https://open.spotify.com/track/10GRRCR5fctuOF4GFmATJI,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Lavender Haze,4g2c7NoTWAOSYDy44l9nub,202395.0,60.0,https://open.spotify.com/track/4g2c7NoTWAOSYDy44l9nub,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Maroon,199E1RRrVmVTQqBXih5qRC,218270.0,61.0,https://open.spotify.com/track/199E1RRrVmVTQqBXih5qRC,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Anti-Hero,02Zkkf2zMkwRGQjZ7T4p8f,200690.0,59.0,https://open.spotify.com/track/02Zkkf2zMkwRGQjZ7T4p8f,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Snow On The Beach (feat. Lana Del Rey),6ADDIJxxqzM9LMpm78yzQG,256124.0,57.0,https://open.spotify.com/track/6ADDIJxxqzM9LMpm78yzQG,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,"You're On Your Own, Kid",7gVWKBcfIW93YxNBi3ApIE,194206.0,61.0,https://open.spotify.com/track/7gVWKBcfIW93YxNBi3ApIE,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Midnight Rain,6Nl7KyvjkFncGsjB49SxLl,174782.0,59.0,https://open.spotify.com/track/6Nl7KyvjkFncGsjB49SxLl,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Question...?,6C7OF1Jal7YkyjzyUG8vkK,210556.0,56.0,https://open.spotify.com/track/6C7OF1Jal7YkyjzyUG8vkK,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Vigilante Shit,5yeuXkukVGuix3vmLu2BPJ,164801.0,57.0,https://open.spotify.com/track/5yeuXkukVGuix3vmLu2BPJ,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Bejeweled,0jvo9CjnbR0lYUDTSNTMiu,194165.0,60.0,https://open.spotify.com/track/0jvo9CjnbR0lYUDTSNTMiu,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Labyrinth,43q586vP8gGkYypKoSddhl,247962.0,58.0,https://open.spotify.com/track/43q586vP8gGkYypKoSddhl,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Karma,5oqDgw5VGBln5dSIOPWyBq,204852.0,61.0,https://open.spotify.com/track/5oqDgw5VGBln5dSIOPWyBq,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Sweet Nothing,3zmwONxswBAzGwExPugSLN,188496.0,60.0,https://open.spotify.com/track/3zmwONxswBAzGwExPugSLN,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Mastermind,56hioFjQ0DXrdn04hZcFgG,191039.0,61.0,https://open.spotify.com/track/56hioFjQ0DXrdn04hZcFgG,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,The Great War,3UMrglJeju5yWyYIW6o99b,240355.0,66.0,https://open.spotify.com/track/3UMrglJeju5yWyYIW6o99b,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Bigger Than The Whole Sky,0BiqmkasE5FdrChwKfVp8X,218502.0,66.0,https://open.spotify.com/track/0BiqmkasE5FdrChwKfVp8X,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Paris,7712gjoih4QoDbXpljEk21,196258.0,62.0,https://open.spotify.com/track/7712gjoih4QoDbXpljEk21,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,High Infidelity,5kiZGSxgqPdv6rbqL9THdd,231475.0,61.0,https://open.spotify.com/track/5kiZGSxgqPdv6rbqL9THdd,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Glitch,6wAFvJPpTZVirBKGZ4EnMW,148781.0,59.0,https://open.spotify.com/track/6wAFvJPpTZVirBKGZ4EnMW,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,"Would've, Could've, Should've",0aV5uARAknQgYhBaK944FP,260361.0,65.0,https://open.spotify.com/track/0aV5uARAknQgYhBaK944FP,,,,,,,,
track,Taylor swift,Midnights (3am Edition),2022-10-22,Dear Reader,3QF5RsWzK1lCvf2o2cY65P,225194.0,61.0,https://open.spotify.com/track/3QF5RsWzK1lCvf2o2cY65P,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,202395.0,73.0,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Maroon,3eX0NZfLtGzoLUxPNvRfqm,218270.0,71.0,https://open.spotify.com/track/3eX0NZfLtGzoLUxPNvRfqm,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,200690.0,81.0,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Snow On The Beach (feat. Lana Del Rey),1wtOxkiel43cVs0Yux5Q4h,256124.0,68.0,https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,"You're On Your Own, Kid",4D7BCuvgdJlYvlX5WlN54t,194206.0,79.0,https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4,174782.0,75.0,https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Question...?,0heeNYlwOGuUSe7TgUD27B,210556.0,63.0,https://open.spotify.com/track/0heeNYlwOGuUSe7TgUD27B,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Vigilante Shit,1xwAWUI6Dj0WGC3KiUPN0O,164801.0,68.0,https://open.spotify.com/track/1xwAWUI6Dj0WGC3KiUPN0O,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Bejeweled,3qoftcUZaUOncvIYjFSPdE,194165.0,73.0,https://open.spotify.com/track/3qoftcUZaUOncvIYjFSPdE,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Labyrinth,0A1JLUlkZkp2EFrosoNQi0,247962.0,71.0,https://open.spotify.com/track/0A1JLUlkZkp2EFrosoNQi0,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Karma,7KokYm8cMIXCsGVmUvKtqf,204852.0,76.0,https://open.spotify.com/track/7KokYm8cMIXCsGVmUvKtqf,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Sweet Nothing,0wavGRldH0AWyu2zvTz8zb,188496.0,68.0,https://open.spotify.com/track/0wavGRldH0AWyu2zvTz8zb,,,,,,,,
track,Taylor swift,Midnights,2022-10-21,Mastermind,7FmYn9e7KHMXcxqGSj9LjH,191039.0,69.0,https://open.spotify.com/track/7FmYn9e7KHMXcxqGSj9LjH,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,State Of Grace (Taylor's Version),6lzc0Al0zfZOIFsFvBS1ki,295413.0,65.0,https://open.spotify.com/track/6lzc0Al0zfZOIFsFvBS1ki,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Red (Taylor's Version),4OAuvHryIVv4kMDNSLuPt6,223093.0,78.0,https://open.spotify.com/track/4OAuvHryIVv4kMDNSLuPt6,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Treacherous (Taylor's Version),3S7HNKPakdwNEBFIVTL6dZ,242720.0,65.0,https://open.spotify.com/track/3S7HNKPakdwNEBFIVTL6dZ,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP,219760.0,71.0,https://open.spotify.com/track/6AtZLIzUINvExIUy4QhdjP,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,329160.0,72.0,https://open.spotify.com/track/3nsfB1vus2qaloUdcBZvDu,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,22 (Taylor's Version),3yII7UwgLF6K5zW3xad3MP,230960.0,71.0,https://open.spotify.com/track/3yII7UwgLF6K5zW3xad3MP,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,I Almost Do (Taylor's Version),2r9CbjYgFhtAmcFv1cSquB,244586.0,65.0,https://open.spotify.com/track/2r9CbjYgFhtAmcFv1cSquB,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,We Are Never Ever Getting Back Together (Taylor's Version),5YqltLsjdqFtvqE7Nrysvs,193146.0,72.0,https://open.spotify.com/track/5YqltLsjdqFtvqE7Nrysvs,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,205786.0,62.0,https://open.spotify.com/track/7eQj6r5PIdYKEIZjucBMcq,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,299080.0,67.0,https://open.spotify.com/track/0y6kdSRCVQhSsHSpWvTUm7,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,202960.0,63.0,https://open.spotify.com/track/7J4b3LVCIGO4CMBDFLPoP6,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Sad Beautiful Tragic (Taylor's Version),73qMN9bXy7MSPwwGfH3wQr,284773.0,65.0,https://open.spotify.com/track/73qMN9bXy7MSPwwGfH3wQr,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,The Lucky One (Taylor's Version),4e5ayHsOLJNLTGfjau2mEw,240466.0,62.0,https://open.spotify.com/track/4e5ayHsOLJNLTGfjau2mEw,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),7qEUFOVcxRI19tbT68JcYK,245426.0,71.0,https://open.spotify.com/track/7qEUFOVcxRI19tbT68JcYK,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Starlight (Taylor's Version),7A2cNLRT0YJc1yjxHlKihs,220413.0,62.0,https://open.spotify.com/track/7A2cNLRT0YJc1yjxHlKihs,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,238866.0,68.0,https://open.spotify.com/track/05GsNucq8Bngd9fnd4fRa0,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,The Moment I Knew (Taylor's Version),0NRHj8hDwwmSPaA41o379r,285280.0,62.0,https://open.spotify.com/track/0NRHj8hDwwmSPaA41o379r,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,223333.0,67.0,https://open.spotify.com/track/4pNApnaUWAL2J4KO2eqokq,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,Girl At Home (Taylor's Version),0DMVrlMUn01M0IcpDbwgu7,220520.0,60.0,https://open.spotify.com/track/0DMVrlMUn01M0IcpDbwgu7,,,,,,,,
track,Taylor swift,Red (Taylor's Version),2021-11-12,State Of Grace (Acoustic Version) (Taylor's Version),5jAIouBES8LWMiriuNq170,321640.0,61.0,https://open.spotify.com/track/5jAIouBES8LWMiriuNq170,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Fearless (Taylor’s Version),77sMIMlNaSURUAXq5coCxE,241591.0,75.0,https://open.spotify.com/track/77sMIMlNaSURUAXq5coCxE,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Fifteen (Taylor’s Version),2nqio0SfWg6gh2eCtfuMa5,294419.0,64.0,https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,235766.0,77.0,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Hey Stephen (Taylor’s Version),550erGcdD9n6PnwxrvYqZT,254254.0,64.0,https://open.spotify.com/track/550erGcdD9n6PnwxrvYqZT,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,White Horse (Taylor’s Version),5YL553x8sHderRBDlm3NM3,234515.0,68.0,https://open.spotify.com/track/5YL553x8sHderRBDlm3NM3,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,231124.0,83.0,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Breathe (feat. Colbie Caillat) (Taylor’s Version),7HC7R2D8WjXVcUHJyEGjRs,263377.0,61.0,https://open.spotify.com/track/7HC7R2D8WjXVcUHJyEGjRs,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Tell Me Why (Taylor’s Version),0k0vFacOHNuArLWMiH60p7,200575.0,59.0,https://open.spotify.com/track/0k0vFacOHNuArLWMiH60p7,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,You’re Not Sorry (Taylor’s Version),6iiAfo4wTA2CVC3Uwx9uh8,261842.0,62.0,https://open.spotify.com/track/6iiAfo4wTA2CVC3Uwx9uh8,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,243136.0,78.0,https://open.spotify.com/track/22bPsP2jCgbLUvh82U0Z3M,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Forever & Always (Taylor’s Version),1msEuwSBneBKpVCZQcFTsU,225328.0,64.0,https://open.spotify.com/track/1msEuwSBneBKpVCZQcFTsU,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,The Best Day (Taylor’s Version),6ON9UuIq49xXY9GPmHIYRp,245290.0,60.0,https://open.spotify.com/track/6ON9UuIq49xXY9GPmHIYRp,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Change (Taylor’s Version),3ExweHKZF9B752DPQByRVT,279359.0,58.0,https://open.spotify.com/track/3ExweHKZF9B752DPQByRVT,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Jump Then Fall (Taylor’s Version),2m3ObD945KvpE5y9A1eUWm,237580.0,61.0,https://open.spotify.com/track/2m3ObD945KvpE5y9A1eUWm,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Untouchable (Taylor’s Version),0tQ9vBYpldCuikPsbgOVKA,312107.0,63.0,https://open.spotify.com/track/0tQ9vBYpldCuikPsbgOVKA,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Forever & Always (Piano Version) (Taylor’s Version),01QdEx6kFr78ZejhQtWR5m,267833.0,59.0,https://open.spotify.com/track/01QdEx6kFr78ZejhQtWR5m,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Come In With The Rain (Taylor’s Version),1n2wszmJyVkw6FHqyLnQsY,237338.0,57.0,https://open.spotify.com/track/1n2wszmJyVkw6FHqyLnQsY,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Superstar (Taylor’s Version),51A8eKvvZz9uydvIZ7xRSV,263865.0,57.0,https://open.spotify.com/track/51A8eKvvZz9uydvIZ7xRSV,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,The Other Side Of The Door (Taylor’s Version),1cSFlSBdpT4F5vb1frQ231,238443.0,62.0,https://open.spotify.com/track/1cSFlSBdpT4F5vb1frQ231,,,,,,,,
track,Taylor swift,Fearless (Taylor's Version),2021-04-09,Today Was A Fairytale (Taylor’s Version),2JoJrsEV15OzbijS47lids,241822.0,61.0,https://open.spotify.com/track/2JoJrsEV15OzbijS47lids,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,willow,2gVhfX2Gy1T9kDuS9azrF7,214706.0,65.0,https://open.spotify.com/track/2gVhfX2Gy1T9kDuS9azrF7,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,champagne problems,1gcyHQpBQ1lfXGdhZmWrHP,244000.0,66.0,https://open.spotify.com/track/1gcyHQpBQ1lfXGdhZmWrHP,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,gold rush,3Dby3p1m6IOZn2gIIqECgK,185320.0,63.0,https://open.spotify.com/track/3Dby3p1m6IOZn2gIIqECgK,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,‘tis the damn season,6sQckd3Z8NPxVVKUnavY1F,229840.0,64.0,https://open.spotify.com/track/6sQckd3Z8NPxVVKUnavY1F,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,tolerate it,6lCvK2AR2uOKkVFCVlAzzm,245440.0,64.0,https://open.spotify.com/track/6lCvK2AR2uOKkVFCVlAzzm,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,"no body, no crime (feat. HAIM)",6uwfVkaOM1mcMkFmSn35ix,215626.0,63.0,https://open.spotify.com/track/6uwfVkaOM1mcMkFmSn35ix,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,happiness,55Vf4bimc1Rtfg0PAQRAo2,315146.0,62.0,https://open.spotify.com/track/55Vf4bimc1Rtfg0PAQRAo2,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,dorothea,66tOfHVH3aUrscg8vExRV4,225880.0,61.0,https://open.spotify.com/track/66tOfHVH3aUrscg8vExRV4,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,coney island (feat. The National),2awNGIJHodfLZSClB3PYhz,275320.0,62.0,https://open.spotify.com/track/2awNGIJHodfLZSClB3PYhz,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,ivy,43Ykum9T72UOPhBN31grpN,260440.0,63.0,https://open.spotify.com/track/43Ykum9T72UOPhBN31grpN,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,cowboy like me,52OkpDsU6MmPx1AwGOb6Ap,275040.0,63.0,https://open.spotify.com/track/52OkpDsU6MmPx1AwGOb6Ap,,,,,,,,
track,Taylor swift,evermore (deluxe version),2021-01-07,long story short,5VYWxXUpxuxEmCqMLDqICo,215920.0,62.0,https://open.spotify.com/track/5VYWxXUpxuxEmCqMLDqICo,,,,,,,,
